survey,opt_out_understand,date,village,cookstove_number,stoves_in_home_shakti,stoves_in_home_chulha,stoves_in_home_tsf,stoves_in_home_metal_charcoal,stoves_in_home_metal_wood,stoves_in_home_kerosene,stoves_in_home_lpg,stoves_in_home_electric,stoves_in_home_solar,stoves_in_home_other,fuels_in_home_wood,fuels_in_home_charcoal,fuels_in_home_dung,fuels_in_home_crop,fuels_in_home_kerosene,fuels_in_home_lpg,fuels_in_home_electricity,fuels_in_home_solar,fuels_in_home_other,primary_food_stove_shakti,primary_food_stove_chulha,primary_food_stove_tsf,primary_food_stove_metal_charcoal,primary_food_stove_metal_wood,primary_food_stove_kerosense,primary_food_stove_lpg,primary_food_stove_electric,primary_food_stove_solar,primary_food_stove_other,primary_tea_stove_shakti,primary_tea_stove_chulha,primary_tea_stove_tsf,primary_tea_stove_metal_charcoal,primary_tea_stove_metal_wood,primary_tea_stove_kerosene,primary_tea_stove_lpg,primary_tea_stove_electric,primary_tea_stove_solar,primary_tea_stove_other,primary_fuel_food_wood,primary_fuel_food_charcoal,primary_fuel_food_dung,primary_fuel_food_crop,primary_fuel_food_kerosene,primary_fuel_food_lpg,primary_fuel_food_electricity,primary_fuel_food_solar,primary_fuel_food_other,primary_fuel_tea_wood,primary_fuel_tea_charcoal,primary_fuel_tea_dung,primary_fuel_tea_crop,primary_fuel_tea_kerosense,primary_fuel_tea_lpg,primary_fuel_tea_electricity,primary_fuel_tea_solar,primary_fuel_tea_other,worst_thing_shakti_1,worst_thing_shakti_2,worst_thing_shakti_3,worst thing: size,worst thing: fuel loading,worst thing: fuel prep,worst thing: type or volume of food can't be cooked,worst thing: no usb,rate_size,rate_stability,rate_fuel_prep,rate_appearance,rate_complexity,rate_fuel_addition,best_thing_shakti_1,best_thing_shakti_2,best_thing_shakti_3,best thing: fast cooking,best thing: less smoke,best thing: less wood,best thing: charging,best thing: trasport,best thing: fan,rate_smoke,rate_usb_charging_family,rate_usb_charging_others,rate_fan,rate_fuel_consumption,rate_cooking_speed,rate_showing_off,rate_portability,better_worse_tea,better_worse_curry,better_worse_upma,better_worse_khichiri,better_worse_rice,better_worse_saimi,better_worse_dal,rate_overall,event_length_minutes_low,event_length_minutes_high,event_days_per_week_low,event_days_per_week_high,events_per_day_low,events_per_day_high,event_length,event_length_unit,event_length_other,frequency_make_food,frequency_make_drink,frequency_make_food_and_charge,frequency_make_drink_and_charge,frequency_use_usb_no_cooking,frequency_warmth,frequency_lighting,frequency_other,frequency_charge_own_phone,frequency_charge_others_phone,frequency_charge_own_small_led,frequency_charge_others_small_led,frequency_charge_own_large_led,frequency_charge_others_large_led,frequency_charge_other,shakti_common_fuel,shakti_common_fuel_other,who_enjoyed_shakti_most,enjoyed most you,enjoyed most husband,enjoyed most children,enjoyed most other family,who_enjoyed_shakti_most_other,loan_shakti,loan_shakti_whom,loan_shakti_why,loan_shakti_when,loan_shakti_duration,shakti_foods_chai,shakti_foods_curry,shakti_foods_upma,shakti_foods_khichiri,shakti_foods_rice,shakti_foods_saimi,shakti_foods_dal,shakti_foods_other,shakti_common_food,primary_use_case,recommend_shakti,best_part_of_study,improve_study,contact_if_for_sale,purchase_price,purchase_price_numeric,rental_price,rental_price_numeric,notes
followup,yes,12/6/14,village1,B-06,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,Shakti Chulha,,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,bringing down the pot frequently,too small in size,not fit for cooking for more number of people,,,,,,4,4,3,6,4,3,less wood is consumed,less time required to cook,less smoke emitted,,,,,,,6,,,6,5,7,5,6,better,better,better,better,worse,better,worse,4,1,,5,,1,,1,hours,,B. Every 2 days,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,your children,,,,,,no,,,,,chai,curry,,khichiri,,semia,,,Chai (Tea) and Curry,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",no,new things learnt and felt happy,it would be better to make the chulla little bigger and system of adding fuel from lower side,no,Rs 100 to 200,150,Rs. 10 -20,15,Tried to keep the chulla safe and no problem occured
followup,yes,12/20/14,village2,B-06,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,feel bad to add the fuel frequently,too small in size,,,,,,,2,4,4,6,4,2,cooking is faster,less smoke,less wood consumption,,,,,,,5,,,5,5,5,5,5,better,better,better,better,worse,better,better,5,10,,7,,3,,30,minutes,,C. 1-3 times per week,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,other family,,,,,,no,,,,,chai,curry,upma,,,,,,Chai (Tea) and Curry,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",yes,learnt the operation of shakti chulla,giving the chulla to the women for ever. Making a system of adding fuel from the bottom,yes,Rs 400 - to Rs 500,450,Rs. 50,50,OK
followup,yes,1/6/15,village3,B-06,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,adding fuel from the top lifting the pot frequently,not fit for cooking food for more people,too small in size,,,,,,5,5,5,7,5,4,less smoke,less wood consumed,less time spent for cooking,,,,,,,6,,,6,6,6,5,7,better,worse,better,better,worse,better,worse,5,15,,7,,2,,45,minutes,,E. Never,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,your children,,,,,,no,,,,,chai,,upma,,,,,,Tea & Upma,Making small snacks or drinks like tea on this cookstove.,yes,Learning few new things during the study,If it is made little bigger,yes,Rs 500,500,Rs20,20,
followup,yes,12/20/14,village2,B-07,Shakti Chulha,chulha,,,,,,,,,wood,,,crop residues,,,,,,Shakti Chulha,,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,,,,crop residues,,,,,,too small in size,frequently the pot is to brought down and add fuel,making small pieces of wood as fuel,,,,,,4,5,3,4,4,2,cooking made quick,less smoke,less wood consumption,,,,,,,4,,,5,5,6,4,4,better,better,better,better,worse,better,worse,5,5,,6,,2,3,2,hours,,A. Every day,B. Every 2 days,,,,E. Never,E. Never,,,,,,,,,wood,,your husband,,,,,,no,,,,,chai,curry,,,,,,,Chai (Tea) and Curry,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",yes,seeing a new item and using it,There is a need to make the chulla bigger and add system to put the fuel from bottom.,yes,Rs. 200 to Rs 300,250,Rs 40to Rs 50,45,As per the version of the lady Shakti Chulla stopped functioning suddenly on 18 December 2014 and she stopped operating the chulla.    As per Meenakhy the SD card of this chulla was missing
followup,yes,12/6/14,village1,B-07,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,it is not possible to make food for more people,adding fuel frequently is irritating,,,,,,,6,6,6,7,5,3,cooking made quick,less smoke,,,,,,,,5,,,5,5,6,6,7,better,better,better,better,worse,better,worse,5,8,,7,,2,,40,minutes,,E. Never,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,,,,semia,dal,,chai and dal,Making small snacks or drinks like tea on this cookstove.,yes,learning about functioning of Shakti chulla from the visitors. served tea to visitors made me happy,Instead of giving the chulla for 15 days if it is given for ever,no,no,NA,no,NA,
followup,yes,1/6/15,village3,B-07,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,not able to cook rce and dal,adding fuel frequently is irritating,no facility for charging,,,,,,2,5,6,5,6,3,less smoke,fan is fitted there and it is easy,good to cook for less people,,,,,,,7,,,6,5,4,5,4,better,better,worse,worse,worse,better,worse,6,10,,7,,1,,15,minutes,,E. Never,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,upma,,,semia,,,Chai (Tea) and Curry and Upma,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",no,Learning to cook with a new type chulla,No Idea. But if the chulla is made bigger and system of adding fuel from bottom inbuilt,no,No,NA,No,NA,Fan is not functioning
followup,yes,12/20/14,village2,B-08,Shakti Chulha,chulha,,,,,,,,,wood,,,crop residues,,,,,,Shakti Chulha,,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,too small in size,frequently the pot is to brought down and add fuel,making small pieces of wood as fuel,,,,,,4,4,2,6,3,2,cooking is faster,less wood consumed,less smoke emitted,,,,,,,4,,,6,5,3,3,4,better,better,better,better,worse,better,worse,4,5,,6,,2,,3,hours,,A. Every day,B. Every 2 days,,,,E. Never,E. Never,,,,,,,,,wood,,your husband,,,,,,no,,,,,chai,curry,,,,,dal,,Chai (Tea) and Curry,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",yes,seeing a new item and using the same,need to make ithe chulla bigger and system of adding fuel from the bottom,yes,Rs. 200-300,250,Rs. 50 -60,55,No problem faced by the lady
followup,yes,12/6/14,village1,B-08,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,felt uncomfortable as the chulla is small in size,the fuel is exausted quickly,frequent moving of the cooking pot,,,,,,2,7,5,6,7,2,less wood is consumed,less time required to cook,less smoke emitted,,,,,,,7,,,6,5,5,5,6,better,worse,better,better,worse,better,worse,4,2,,5,,3,,1,hours,,A. Every day,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,your children,,,,,,no,,,,,chai,,upma,,,,dal,,chai and dal,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",no,my daughter felt very happy to cook using Shakti Chulla,it is required to make the chulla bigger and system of adding fuel from lower side is required,yes,Rs. 500 to Rs.600,550,Rs. 20 to 30,25,used with all care
followup,yes,1/6/15,village3,B-08,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,USB charging facility is not there,it is only fit for cooking for less number of people,adding fuel frequently,,,,,,7,6,5,6,5,3,less smoke,fan is fitted there so easy to fire,less wood consumption,,,,,,,7,,,6,6,5,3,5,better,better,better,worse,worse,better,worse,6,15,,7,,3,,3,hours,,B. Every 2 days,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,upma,,,semia,,,Chai (Tea) and Curry and Upma,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",no,feel good taking part in the study,No comments,no,No,NA,No,NA,Fan is not functioning since two days
followup,yes,12/6/14,village1,B-09,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,feel bad to add the fuel frequently,not fit for cooking food for more people,,,,,,,2,5,5,7,4,3,less wood is consumed,cooking is faster,less smoke emitted,,,,,,,5,,,5,5,5,4,7,better,better,better,better,worse,better,worse,5,5,,7,,1,,30,minutes,,E. Never,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,,,,,,,chai,Making small snacks or drinks like tea on this cookstove.,yes,learning about operation of Shakti Chulla from you,instead of giving it for 15 days if this is given for ever,yes,Rs.250/-,250,no,NA,
followup,yes,12/20/14,village2,B-09,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,no charging facility in my chulla so felt bad,adding fuel frequently is irritating,fit for cooking for less people,,,,,,3,4,5,6,5,4,less smoke,less time required to cook,lass time required for making tea etc.,,,,,,,6,,,5,4,6,4,7,better,better,better,better,worse,better,better,6,8,10,7,,3,,1,hours,,B. Every 2 days,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,upma,khichiri,,semia,,,Chai (Tea) and Curry and Upma,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",yes,cooking with a new type of Chulla learning from you,No comment on improvement. But interested to take part in future,yes,Rs 500,500,Rs 30,30,OK
followup,yes,1/6/15,village3,B-09,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,adding fuel frequently,frequently the pot is to brought down and add fuel,not fit for cooking for more number of people,,,,,,5,5,5,7,6,4,less smoke,less time required to cook,less wood consumption,,,,,,,7,,,7,7,7,5,7,better,worse,better,better,worse,better,worse,5,25,,6,,2,,1,hours,,E. Never,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,,,,,semia,,,chai and semia,Making small snacks or drinks like tea on this cookstove.,yes,no comment,If it is made bigger,no,No,NA,No,NA,Fan is defunct
followup,yes,12/6/14,village1,B-10,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,too small in size,USB is not there so I do not feel good,not feeling good to add fuel frequently,,,,,,2,3,5,6,4,3,less smoke,tae and snacks made quickly,less wood consumption,,,,,,,7,,,6,7,6,5,6,better,better,worse,worse,worse,better,worse,5,7,,2,3,2,,1,hours,,B. Every 2 days,A. Every day,,,,D. Less than once per week,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,,,,semia,,,chai and semia,Making small snacks or drinks like tea on this cookstove.,yes,learning a new thing made me happy,if bigger size chulla with system of adding fuel from side lower would make it better,yes,Rs 300,300,no,NA,good condition
followup,yes,12/20/14,village2,B-10,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,Shakti Chulha,,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,feel bad to add the fuel frequently and from the top,not fit for cooking food for more people,no facility for charging,,,,,,5,6,2,7,6,4,cooking for less people,less smoke due to fan,good to make tea,,,,,,,6,,,6,7,5,6,7,better,better,better,worse,worse,better,worse,4,6,7,5,,2,,30,minutes,,B. Every 2 days,A. Every day,,,,C. 1-3 times per week,E. Never,E,,,,,,,,wood,,your husband,,,,,,no,,,,,chai,curry,upma,,,semia,,,chai and semia,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",no,cooking with a new type of chulla,making a bigger chulla with system of adding fuel from the bottom,yes,Can not purchase as I do not have money,NA,no,NA,OK
followup,yes,1/6/15,village3,B-10,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,it is not good for cooking rice,cooking for only few people,adding fuel frequently,,,,,,7,6,5,6,5,3,less smoke,fan is fitted there to make fire easy,,,,,,,,7,,,6,7,4,5,7,better,better,better,worse,worse,better,worse,6,15,,7,,2,,3,hours,,B. Every 2 days,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,upma,,,semia,,,Chai (Tea) and Curry,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",no,feel good,If the chulla is made bigger and having facility of adding fire wood from bottom,no,no,NA,No,NA,appears to be in good condition
followup,yes,12/20/14,village2,B-11,Shakti Chulha,chulha,,,,,,,,,wood,,,crop residues,,,,,,Shakti Chulha,,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,too small in size,frequently the pot is to brought down and add fuel,adding fuel from top is a problem,,,,,,5,5,3,3,3,1,less smoke,less time required to cook,less wood consumption,,,,,,,6,,,5,6,6,5,6,better,better,better,better,worse,better,worse,4,5,,7,,2,,2,hours,,E. Never,A. Every day,,,,E. Never,E. Never,,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,upma,,,,,,Chai (Tea) and Curry,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",yes,using a new item,better to have a bigger chulla with a system of adding fuel from bottom,yes,Rs 200 - Rs 300,250,Rs 50 to 60,55,Since 18 December the chulla is not working. It got suddenly some problem in the fan
followup,yes,12/6/14,village1,B-11,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,it is not good for cooking rice,frequently the pot is to brought down and add fuel,difficult for cooking curry too,,,,,,5,5,4,4,4,4,less smoke,less wood consumed,less time spent for cooking,,,,,,,5,,,6,6,5,4,6,better,worse,better,better,worse,better,worse,4,5,,5,,1,,30,minutes,,E. Never,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,your children,,,,,,no,,,,,chai,,,,,,dal,,chai,Making small snacks or drinks like tea on this cookstove.,yes,learning a new thing from visitors,it is possible to make the chulla more useful,yes,Rs 500,500,no,NA,nil
followup,yes,1/6/15,village3,B-11,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,too small in size,adding fuel frequently is irritating,no facility for charging,,,,,,2,4,4,6,5,3,less wood is consumed,less time required to cook,less smoke emitted,,,,,,,5,,,5,5,5,4,7,better,better,better,better,worse,better,worse,4,10,,2,,2,,30,minutes,,E. Never,B. Every 2 days,,,,E. Never,E. Never,E,,,,,,,,wood,,your husband,,,,,,no,,,,,chai,curry,,,,,,,chai,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",yes,learning to operate the chulla from new people,if the chulla is made bigger. It would be good if there will be system of adding wood from the bottom of the chulla,no,no,NA,No,NA,After two days of work the fan became defunct
followup,yes,1/6/15,village3,B-12,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,too small in size,adding fuel frequently is irritating,USB facility is not there,,,,,,2,6,4,7,6,3,less smoke,fan is fitted there and it is easy,,,,,,,,7,,,5,6,3,4,5,better,better,better,worse,worse,better,worse,5,10,,6,,3,,2,hours,,B. Every 2 days,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,your children,,,,,,no,,,,,chai,curry,upma,,,semia,,,Chai (Tea) and Curry,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",yes,cooking in a gathering,No,yes,Rs 200,200,No,NA,Appears to be in good condition
followup,yes,12/20/14,village2,B-12,Shakti Chulha,chulha,,,,,,,,,wood,,,crop residues,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,too small in size,frequently the pot is to brought down and add fuel,making small pieces of wood as fuel,,,,,,5,5,4,6,4,2,cooking is faster,low smoke,less wood consumption,,,,,,,5,,,6,6,5,4,4,better,better,better,better,worse,better,worse,4,5,,6,,2,,2,hours,,E. Never,A. Every day,,,,E. Never,E. Never,,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,,,,semia,,,chai,"Making some part of a meal (for example, making dal on this cookstove, but rice on another chulha)",yes,receiving a new item and using it,bigger chulla with bottom fuel adding system,yes,Rs 300 - to 400,350,Rs. 8 -10,9,no problem faced by the lady
followup,yes,12/6/14,village1,B-12,Shakti Chulha,chulha,,,,,,,,,wood,,,,,,,,,,chulha,,,,,,,,,Shakti Chulha,,,,,,,,,,wood,,,,,,,,,wood,,,,,,,,,it is not good for cooking rice,The chulla is too small,,,,,,,2,5,5,7,4,4,less wood is consumed,less time required to cook,less smoke emitted,,,,,,,5,,,5,5,5,4,7,better,worse,better,better,worse,better,worse,1,5,,7,,2,,30,minutes,,E. Never,A. Every day,,,,E. Never,E. Never,E,,,,,,,,wood,,you,,,,,,no,,,,,chai,curry,,,,,,,chai,Making small snacks or drinks like tea on this cookstove.,yes,learning about operation of shakti chulla,if it is given for ever to us,no,,NA,no,NA,
